F	-45.3	174.78	325945.91042750212	4981325.123546524	60	G
F	-45.3	179.9	727367.57533350145	4979630.7968228338	60	G
F	-33.8577	-179.9	231701.76683633341	6249836.9707062207	1	H
F	-33.8577	-150	222446.92796200409	6249571.2567611551	6	H
F	-33.8577	-122.4194	553706.74307623575	6253470.1741310311	10	H
F	-33.8577	-74.006	591948.29010225809	6253177.3940424025	18	H
F	-33.8577	-43.1729	669020.50768165884	6252120.038109771	23	H
F	-33.8577	-0.1275	765753.20762468653	6249908.458654427	30	H
F	-33.8577	0	222446.92796200456	6249571.2567611551	31	H
F	-33.8577	0.001	222539.47793034761	6249573.9586133361	31	H
F	-33.8577	2.3522	440077.01701519446	6253433.0471140221	31	H
F	-33.8577	4.5	638758.36388660269	6252609.6997036142	31	H
F	-33.8577	5.9	768298.23316366633	6249836.9707062207	31	H
F	-33.8577	6.1	231701.76683633364	6249836.9707062207	32	H
F	-33.8577	9	500000	6253621.7815274866	32	H
F	-33.8577	10.7522	662090.85038064059	6252240.668905884	32	H
F	-33.8577	15	499999.99999999988	6253621.7815274866	33	H
F	-33.8577	21	500000.00000000006	6253621.7815274866	34	H
F	-33.8577	31.1	324234.76663572196	6251997.7749280576	36	H
F	-33.8577	37.6173	372093.37964610563	6252761.8235532222	37	H
F	-33.8577	77.5946	740035.84118258895	6250592.5643119244	43	H
F	-33.8577	139.6917	378976.21964113234	6252851.8909657719	54	H
F	-33.8577	174.78	294626.94717468461	6251404.4401227925	60	H
F	-33.8577	179.9	768298.23316366656	6249836.9707062207	60	H
F	-12.0464	-179.9	184238.80922464587	8666646.7179408707	1	L
F	-12.0464	-150	173341.49330654365	8666529.5144499298	6	L
F	-12.0464	-122.4194	563193.75116835698	8668248.7094694246	10	L
F	-12.0464	-74.006	608192.38140580349	8668119.6533276644	18	L
F	-12.0464	-43.1729	698893.34309293667	8667653.5177709665	23	L
F	-12.0464	-0.1275	812764.58539181971	8666678.2495083623	30	L
F	-12.0464	0	173341.49330654411	8666529.5144499298	31	L
F	-12.0464	0.001	173450.47094833336	8666530.7062359657	31	L
F	-12.0464	2.3522	429491.78489730734	8668232.3444323167	31	L
F	-12.0464	4.5	663277.79648059129	8667869.3964373451	31	L
F	-12.0464	5.9	815761.19077535381	8666646.7179408707	31	L
F	-12.0464	6.1	184238.80922464616	8666646.7179408707	32	L
F	-12.0464	9	500000	8668315.5345969032	32	L
F	-12.0464	10.7522	690737.5377614079	8667706.7024582215	32	L
F	-12.0464	15	499999.99999999983	8668315.5345969032	33	L
F	-12.0464	21	500000.00000000006	8668315.5345969032	34	L
F	-12.0464	31.1	293168.33005404327	8667599.6121807005	36	L
F	-12.0464	37.6173	349492.90226768411	8667936.4598073754	37	L
F	-12.0464	77.5946	782486.13827390934	8666979.9706394412	43	L
F	-12.0464	139.6917	357592.68371858686	8667976.1648883782	54	L
F	-12.0464	174.78	258318.65037575207	8667337.994851375	60	L
F	-12.0464	179.9	815761.19077535416	8666646.7179408707	60	L
F	-0.0001	-179.9	177163.80603534705	9999988.9327265825	1	M
F	-0.0001	-150	166021.443179836	9999988.9317244012	6	M
F	-0.0001	-122.4194	564607.35668320628	9999988.9464240484	10	M
F	-0.0001	-74.006	610612.89933897706	9999988.9453206379	18	M
F	-0.0001	-43.1729	703345.1838730087	9999988.9413351715	23	M
F	-0.0001	-0.1275	819772.21950184286	9999988.9329962004	30	M
F	-0.0001	0	166021.44317983653	9999988.9317244012	31	M
F	-0.0001	0.001	166132.87183037508	9999988.9317345917	31	M
F	-0.0001	2.3522	427914.53280892147	9999988.9462841302	31	M
F	-0.0001	4.5	666931.64298789063	9999988.9431809541	31	M
F	-0.0001	5.9	822836.19396465272	9999988.9327265825	31	M
F	-0.0001	6.1	177163.80603534731	9999988.9327265825	32	M
F	-0.0001	9	500000	9999988.9469953887	32	M
F	-0.0001	10.7522	695006.59371472243	9999988.9417899083	32	M
F	-0.0001	15	499999.99999999983	9999988.9469953887	33	M
F	-0.0001	21	500000.00000000006	9999988.9469953887	34	M
F	-0.0001	31.1	288538.54919150152	9999988.9408742692	36	M
F	-0.0001	37.6173	346125.07150062383	9999988.9437543452	37	M
F	-0.0001	77.5946	788813.41170899058	9999988.9355761074	43	M
F	-0.0001	139.6917	354406.22802513937	9999988.9440938234	54	M
F	-0.0001	174.78	252907.3317816116	9999988.9386373721	60	M
F	-0.0001	179.9	822836.19396465295	9999988.9327265825	60	M
F	0	-179.9	177163.80603485779	0	1	S
F	0	-150	166021.44317932977	0	6	S
F	0	-122.4194	564607.35668330407	0	10	S
F	0	-74.006	610612.89933914447	0	18	S
F	0	-43.1729	703345.18387331662	0	23	S
F	0	-0.1275	819772.2195023275	0	30	S
F	0	0	166021.44317933032	0	31	S
F	0	0.001	166132.87182986902	0	31	S
F	0	2.3522	427914.53280881245	0	31	S
F	0	4.5	666931.64298814337	0	31	S
F	0	5.9	822836.19396514189	0	31	S
F	0	6.1	177163.80603485805	0	32	S
F	0	9	500000	0	32	S
F	0	10.7522	695006.59371501766	0	32	S
F	0	15	499999.99999999983	0	33	S
F	0	21	500000.00000000006	0	34	S
F	0	31.1	288538.54919118137	0	36	S
F	0	37.6173	346125.07150039094	0	37	S
F	0	77.5946	788813.41170942807	0	43	S
F	0	139.6917	354406.22802491899	0	54	S
F	0	174.78	252907.33178123742	0	60	S
F	0	179.9	822836.19396514224	0	60	S
F	0.0001	-179.9	177163.80603534705	11.067273417796116	1	N
F	0.0001	-150	166021.443179836	11.068275598595299	6	N
F	0.0001	-122.4194	564607.35668320628	11.053575951594015	10	N
F	0.0001	-74.006	610612.89933897706	11.054679361438467	18	N
F	0.0001	-43.1729	703345.1838730087	11.058664828589775	23	N
F	0.0001	-0.1275	819772.21950184286	11.067003799795721	30	N
F	0.0001	0	166021.44317983653	11.068275598595299	31	N
F	0.0001	0.001	166132.87183037508	11.068265407859428	31	N
F	0.0001	2.3522	427914.53280892147	11.053715869565693	31	N
F	0.0001	4.5	666931.64298789063	11.056819046450059	31	N
F	0.0001	5.9	822836.19396465272	11.067273417796116	31	N
F	0.0001	6.1	177163.80603534731	11.067273417796116	32	N
F	0.0001	9	500000	11.053004611016982	32	N
F	0.0001	10.7522	695006.59371472243	11.058210092172919	32	N
F	0.0001	15	499999.99999999983	11.053004611016982	33	N
F	0.0001	21	500000.00000000006	11.053004611016982	34	N
F	0.0001	31.1	288538.54919150152	11.059125730512465	36	N
F	0.0001	37.6173	346125.07150062383	11.056245654105163	37	N
F	0.0001	77.5946	788813.41170899058	11.064423892482028	43	N
F	0.0001	139.6917	354406.22802513937	11.055906176585662	54	N
F	0.0001	174.78	252907.3317816116	11.061362627073814	60	N
F	0.0001	179.9	822836.19396465295	11.067273417796116	60	N
F	8.9	-179.9	181031.81310228055	985046.14119625336	1	N
F	8.9	-150	170023.42823300272	985133.9087739283	6	N
F	8.9	-122.4194	563834.53716520104	983846.52507850842	10	N
F	8.9	-74.006	609289.59717512992	983943.16374221607	18	N
F	8.9	-43.1729	700911.33575206413	984292.21438750275	23	N
F	8.9	-0.1275	815941.04596043704	985022.52890500613	30	N
F	8.9	0	170023.42823300327	985133.9087739283	31	N
F	8.9	0.001	170133.51680516012	985133.01630596898	31	N
F	8.9	2.3522	428776.81828704948	983858.77937773138	31	N
F	8.9	4.5	664934.06980628753	984130.55995736877	31	N
F	8.9	5.9	818968.18689771916	985046.14119625336	31	N
F	8.9	6.1	181031.81310228081	985046.14119625336	32	N
F	8.9	9	500000	983796.48583600007	32	N
F	8.9	10.7522	692672.67707832553	984252.38848915859	32	N
F	8.9	15	499999.99999999983	983796.48583600007	33	N
F	8.9	21	500000.00000000006	983796.48583600007	34	N
F	8.9	31.1	291069.68033678993	984332.58018083358	36	N
F	8.9	37.6173	347966.2767693316	984080.34173119441	37	N
F	8.9	77.5946	785354.21721605433	984796.58737245784	43	N
F	8.9	139.6917	356148.27381461969	984050.6099198712	54	N
F	8.9	174.78	255865.74663860159	984528.48643559322	60	N
F	8.9	179.9	818968.1868977194	985046.14119625336	60	N
F	21.3	-179.9	199117.57685329788	2358117.6668771547	1	N
F	21.3	-150	188735.40845984046	2358312.0169090591	6	N
F	21.3	-122.4194	560220.43710006983	2355460.8845755556	10	N
F	21.3	-74.006	603101.24136439234	2355674.9362839097	18	N
F	21.3	-43.1729	689530.12045191787	2356448.0339617548	23	N
F	21.3	-0.1275	798027.44700851676	2358065.3798316647	30	N
F	21.3	0	188735.40845984092	2358312.0169090591	31	N
F	21.3	0.001	188839.23358584094	2358310.0406727558	31	N
F	21.3	2.3522	432809.30015213374	2355488.0277352026	31	N
F	21.3	4.5	655592.76310231839	2356089.9999021199	31	N
F	21.3	5.9	800882.42314670188	2358117.6668771547	31	N
F	21.3	6.1	199117.57685329817	2358117.6668771547	32	N
F	21.3	9	500000	2355350.0473357667	32	N
F	21.3	10.7522	681758.70315841364	2356359.8283255529	32	N
F	21.3	15	499999.99999999988	2355350.0473357667	33	N
F	21.3	21	500000.00000000006	2355350.0473357667	34	N
F	21.3	31.1	302905.746226919	2356537.434537231	36	N
F	21.3	37.6173	356576.41602784058	2355978.7733454267	37	N
F	21.3	77.5946	769179.38952113141	2357565.0409083972	43	N
F	21.3	139.6917	364294.74131183396	2355912.9208231638	54	N
F	21.3	174.78	269699.49788633361	2356971.3084445149	60	N
F	21.3	179.9	800882.42314670212	2358117.6668771547	60	N
F	37.7749	-179.9	244583.9886268783	4184801.6259642467	1	N
F	37.7749	-150	235774.54890156566	4185079.7151390105	6	N
F	37.7749	-122.4194	551130.76848137972	4180998.8815691946	10	N
F	37.7749	-74.006	587537.73225191771	4181305.34682112	18	N
F	37.7749	-43.1729	660910.46307273069	4182412.0925668706	23	N
F	37.7749	-0.1275	752993.44999845605	4184726.8080102261	30	N
F	37.7749	0	235774.54890156607	4185079.7151390105	31	N
F	37.7749	0.001	235862.64428830289	4185076.8874686565	31	N
F	37.7749	2.3522	442951.17667338217	4181037.7442029109	31	N
F	37.7749	4.5	632101.32684604661	4181899.5650221067	31	N
F	37.7749	5.9	755416.01137312152	4184801.6259642467	31	N
F	37.7749	6.1	244583.98862687848	4184801.6259642467	32	N
F	37.7749	9	500000	4180840.1861518444	32	N
F	37.7749	10.7522	654313.58247576456	4182285.8296562666	32	N
F	37.7749	15	499999.99999999988	4180840.1861518444	33	N
F	37.7749	21	500000.00000000006	4180840.1861518444	34	N
F	37.7749	31.1	332668.74154993135	4182540.06338561	36	N
F	37.7749	37.6173	378229.52376471274	4181740.3351017279	37	N
F	37.7749	77.5946	728513.16405692068	4184010.8237406714	43	N
F	37.7749	139.6917	384782.01640778256	4181646.0599157279	54	N
F	37.7749	174.78	304483.33865622088	4183161.0870710439	60	N
F	37.7749	179.9	755416.01137312164	4184801.6259642467	60	N
F	40.7128	-179.9	255034.17671829823	4510921.483635217	1	N
F	40.7128	-150	246585.9360636847	4511205.4574314691	6	N
F	40.7128	-122.4194	549040.81276375079	4507038.0090206414	10	N
F	40.7128	-74.006	583959.3723242894	4507350.9983629705	18	N
F	40.7128	-43.1729	654330.92129713367	4508481.27845068	23	N
F	40.7128	-0.1275	742642.57691153989	4510845.0820212848	30	N
F	40.7128	0	246585.93606368508	4511205.4574314691	31	N
F	40.7128	0.001	246670.4190375102	4511202.5699380962	31	N
F	40.7128	2.3522	445283.05433871155	4507077.6991441566	31	N
F	40.7128	4.5	626700.48129053065	4507957.8574040188	31	N
F	40.7128	5.9	744965.82328170154	4510921.483635217	31	N
F	40.7128	6.1	255034.17671829843	4510921.483635217	32	N
F	40.7128	9	500000	4506875.9340252355	32	N
F	40.7128	10.7522	648003.98681146291	4508352.332707895	32	N
F	40.7128	15	499999.99999999988	4506875.9340252355	33	N
F	40.7128	21	500000.00000000006	4506875.9340252355	34	N
F	40.7128	31.1	339511.04953091155	4508611.96784472	36	N
F	40.7128	37.6173	383207.79940424522	4507795.241339229	37	N
F	40.7128	77.5946	719165.57397503569	4510113.9331140509	43	N
F	40.7128	139.6917	389492.29677634389	4507698.9609188251	54	N
F	40.7128	174.78	312479.43659300491	4509246.1765658045	60	N
F	40.7128	179.9	744965.82328170177	4510921.483635217	60	N
F	51.4778	-179.9	298624.49648380256	5706948.9031847371	1	N
F	51.4778	-150	291681.91165203613	5707228.81182227	6	N
F	51.4778	-122.4194	540320.4598364851	5703120.0691439249	10	N
F	51.4778	-74.006	569029.0068623051	5703428.720497543	18	N
F	51.4778	-43.1729	626880.82147321582	5704543.2390260082	23	N
F	51.4778	-0.1275	699466.26833430806	5706873.5936599458	30	N
F	51.4778	0	291681.91165203648	5707228.81182227	31	N
F	51.4778	0.001	291751.33680269605	5707225.9657118646	31	N
F	51.4778	2.3522	455012.79805862322	5703159.2098064916	31	N
F	51.4778	4.5	604167.03084130061	5704027.1356933331	31	N
F	51.4778	5.9	701375.5035161972	5706948.9031847371	31	N
F	51.4778	6.1	298624.49648380274	5706948.9031847371	32	N
F	51.4778	9	500000	5702960.235952164	32	N
F	51.4778	10.7522	621679.84877047874	5704416.0990097001	32	N
F	51.4778	15	499999.99999999988	5702960.235952164	33	N
F	51.4778	21	500000.00000000006	5702960.235952164	34	N
F	51.4778	31.1	368057.13016767311	5704672.0962786619	36	N
F	51.4778	37.6173	403978.46273163147	5703866.7865235284	37	N
F	51.4778	77.5946	680172.01705445186	5706152.8610990569	43	N
F	51.4778	139.6917	409144.9610000347	5703771.84680082	54	N
F	51.4778	174.78	345837.48050630535	5705297.3854430886	60	N
F	51.4778	179.9	701375.50351619744	5706948.9031847371	60	N
F	55.7558	-179.9	318023.01709947456	6182709.6535893083	1	N
F	55.7558	-150	311750.01737806032	6182976.8800415704	6	N
F	55.7558	-122.4194	536438.51916968753	6179053.9514331212	10	N
F	55.7558	-74.006	562382.79342916631	6179348.6701242737	18	N
F	55.7558	-43.1729	614662.59684810357	6180412.8438731069	23	N
F	55.7558	-0.1275	680251.87197973614	6182637.755622874	30	N
F	55.7558	0	311750.01737806067	6182976.8800415704	31	N
F	55.7558	0.001	311812.74634411692	6182974.1629009405	31	N
F	55.7558	2.3522	459344.06388919387	6179091.325500546	31	N
F	55.7558	4.5	594136.81578534888	6179920.0606401805	31	N
F	55.7558	5.9	681976.98290052521	6182709.6535893083	31	N
F	55.7558	6.1	318023.01709947473	6182709.6535893083	32	N
F	55.7558	9	500000	6178901.3315363014	32	N
F	55.7558	10.7522	609962.67524321238	6180291.4497594014	32	N
F	55.7558	15	499999.99999999988	6178901.3315363014	33	N
F	55.7558	21	500000.00000000006	6178901.3315363014	34	N
F	55.7558	31.1	380763.0490669678	6180535.876889389	36	N
F	55.7558	37.6173	413224.1376589507	6179766.9544516085	37	N
F	55.7558	77.5946	662818.01117180532	6181949.6599801136	43	N
F	55.7558	139.6917	417893.04746184585	6179676.3026282722	54	N
F	55.7558	174.78	360684.45325932279	6181132.8931487715	60	N
F	55.7558	179.9	681976.98290052544	6182709.6535893083	60	N
F	59.999	-179.9	338274.36645030259	6654845.4242929108	1	N
F	59.999	-150	332700.12777465553	6655094.1929945359	6	N
F	59.999	-122.4194	532385.2223693023	6651441.9263321999	10	N
F	59.999	-74.006	555443.29923425242	6651716.333386506	18	N
F	59.999	-43.1729	601905.84674626403	6652707.135281953	23	N
F	59.999	-0.1275	660192.67430549872	6654778.4919204693	30	N
F	59.999	0	332700.12777465576	6655094.1929945359	31	N
F	59.999	0.001	332755.86891228205	6655091.6635461515	31	N
F	59.999	2.3522	463866.51201116532	6651476.7248284006	31	N
F	59.999	4.5	249121.97001645964	6659838.3786339471	32	N
F	59.999	5.9	327126.14432591759	6655351.3984663365	32	N
F	59.999	6.1	338274.36645030271	6654845.4242929108	32	N
F	59.999	9	500000	6651299.8233710779	32	N
F	59.999	10.7522	597728.99099067599	6652594.1133606117	32	N
F	59.999	15	499999.99999999994	6651299.8233710779	33	N
F	59.999	21	500000.00000000006	6651299.8233710779	34	N
F	59.999	31.1	394028.91261664871	6652821.682444497	36	N
F	59.999	37.6173	422877.61243667785	6652105.7838303391	37	N
F	59.999	77.5946	644700.41775433661	6654137.9082594337	43	N
F	59.999	139.6917	427027.025274279	6652021.3815954039	54	N
F	59.999	174.78	376185.29376399127	6653377.5121776126	60	N
F	59.999	179.9	661725.63354969746	6654845.4242929108	60	N
F	60.001	-179.9	338284.13181763777	6655068.0170522304	1	N
F	60.001	-150	332710.23003068252	6655316.7757322844	6	N
F	60.001	-122.4194	532383.26767832122	6651664.6560640009	10	N
F	60.001	-74.006	555439.95270449796	6651939.0520843221	18	N
F	60.001	-43.1729	601899.69502418197	6652929.8141255872	23	N
F	60.001	-0.1275	660183.0015799203	6655001.0873759063	30	N
F	60.001	0	332710.23003068275	6655316.7757322844	31	N
F	60.001	0.001	332765.96779934666	6655314.2463858034	31	N
F	60.001	2.3522	463868.6929472498	6651699.4531610347	31	N
F	60.001	4.5	249137.12773446977	6660060.7699938687	32	N
F	60.001	5.9	327136.58348604367	6655573.9708412131	32	N
F	60.001	6.1	338284.13181763788	6655068.0170522304	32	N
F	60.001	9	500000	6651522.5588162281	32	N
F	60.001	10.7522	597723.0914922246	6652816.7967515476	32	N
F	60.001	15	499999.99999999994	6651522.5588162281	33	N
F	60.001	21	500000.00000000006	6651522.5588162281	34	N
F	60.001	31.1	394035.30983249057	6653044.3566791778	36	N
F	60.001	37.6173	422882.26772436686	6652328.4868654059	37	N
F	60.001	77.5946	644691.68115498614	6654360.5295133954	43	N
F	60.001	139.6917	427031.43004879181	6652244.0880252058	54	N
F	60.001	174.78	376192.7686572622	6653600.1640436733	60	N
F	60.001	179.9	661715.86818236229	6655068.0170522304	60	N
F	63.4305	-179.9	355311.96813775011	7036831.6738725258	1	N
F	63.4305	-150	350325.4170867104	7037061.5067417463	6	N
F	63.4305	-122.4194	528974.66576522985	7033687.036029825	10	N
F	63.4305	-74.006	549604.28352736053	7033940.5868643411	18	N
F	63.4305	-43.1729	591172.53563710989	7034856.0621835664	23	N
F	63.4305	-0.1275	643316.68352528743	7036769.835919911	30	N
F	63.4305	0	350325.41708671063	7037061.5067417463	31	N
F	63.4305	0.001	350375.28125675622	7037059.1698409105	31	N
F	63.4305	2.3522	467671.81999068789	7033719.1898172051	31	N
F	63.4305	4.5	275565.15247692581	7041444.177093233	32	N
F	63.4305	5.9	345339.13991983427	7037299.1320110969	32	N
F	63.4305	6.1	355311.96813775023	7036831.6738725258	32	N
F	63.4305	9	500000	7033555.7325669946	32	N
F	63.4305	10.7522	587435.72944546875	7034751.6345137069	32	N
F	63.4305	15	499999.99999999994	7033555.7325669946	33	N
F	63.4305	21	500000.00000000006	7033555.7325669946	34	N
F	63.4305	31.1	405190.52911966218	7034961.8986778734	36	N
F	63.4305	37.6173	431000.08691922604	7034300.432921866	37	N
F	63.4305	77.5946	629457.50496193673	7036178.0013800329	43	N
F	63.4305	139.6917	434712.42018612614	7034222.4470214387	54	N
F	63.4305	174.78	389227.06668514357	7035475.4544425318	60	N
F	63.4305	179.9	644688.03186224983	7036831.6738725258	60	N
F	71.9	-179.9	399475.61117727304	7980197.1277686302	1	N
F	71.9	-150	396011.76783533307	7980366.7961934265	6	N
F	71.9	-122.4194	520132.33481696114	7977875.3588349978	10	N
F	71.9	-74.006	534466.08191125293	7978062.5840637339	18	N
F	71.9	-43.1729	563346.99658464477	7978738.5508429706	23	N
F	71.9	-0.1275	599571.78819406196	7980151.4768911554	30	N
F	71.9	0	396011.76783533319	7980366.7961934265	31	N
F	71.9	0.001	396046.40501678787	7980365.0710501689	31	N
F	71.9	2.3522	477537.57769448252	7977899.1018225877	31	N
F	71.9	4.5	552008.5009372721	7978425.5465569356	31	N
F	71.9	5.9	600524.38882272691	7980197.1277686302	31	N
F	71.9	6.1	399475.61117727309	7980197.1277686302	32	N
F	71.9	9	500000	7977778.4011377692	32	N
F	71.9	10.7522	560750.82190844615	7978661.4462941252	32	N
F	71.9	15	499999.99999999994	7977778.4011377692	33	N
F	71.9	21	500000	7977778.4011377692	34	N
F	71.9	31.1	434126.23637135263	7978816.6949354894	36	N
F	71.9	37.6173	452057.89964251546	7978328.2924476238	37	N
F	71.9	77.5946	589944.31675394054	7979714.5529403491	43	N
F	71.9	139.6917	454637.18492745311	7978270.7087392518	54	N
F	71.9	174.78	423035.86585938087	7979195.8679281697	60	N
F	71.9	179.9	600524.38882272702	7980197.1277686302	60	N
F	77.875	-179.9	432027.52558109094	8646101.7973685283	1	N
F	77.875	-150	429685.56818893715	8646219.7925620824	6	N
F	77.875	-122.4194	513613.64536053647	8644487.0212158859	10	N
F	77.875	-74.006	523306.15870881616	8644617.2429422978	18	N
F	77.875	-43.1729	542835.06015323347	8645087.3903187569	23	N
F	77.875	-0.1275	567328.40275383752	8646070.0494677592	30	N
F	77.875	0	429685.56818893721	8646219.7925620824	31	N
F	77.875	0.001	429708.98680671211	8646218.5928240381	31	N
F	77.875	2.3522	484810.73757118353	8644503.5353731904	31	N
F	77.875	4.5	535168.20506816078	8644869.6922533177	31	N
F	77.875	5.9	567972.47441890906	8646101.7973685283	31	N
F	77.875	6.1	572656.19385034649	8646341.7848583534	31	N
F	77.875	9	359546.94676000439	8651616.7885181289	33	N
F	77.875	10.7522	400481.14546434366	8648028.1543448344	33	N
F	77.875	15	499999.99999999994	8644419.5831974838	33	N
F	77.875	21	359546.94676000444	8651616.7885181289	35	N
F	77.875	31.1	596061.63755190256	8647781.483842589	35	N
F	77.875	37.6173	467581.4411063107	8644802.0501356944	37	N
F	77.875	77.5946	560818.9951197427	8645766.1866548229	43	N
F	77.875	139.6917	469325.52708587173	8644761.9993783869	54	N
F	77.875	174.78	447957.51011054561	8645405.4527837038	60	N
F	77.875	179.9	567972.47441890906	8646101.7973685283	60	N
F	83.9	-179.9	465609.16872998676	9317795.7538783867	1	N
F	83.9	-150	464424.31981038873	9317856.4666942339	6	N
F	83.9	-122.4194	506888.0407097725	9316964.8568854835	10	N
F	83.9	-74.006	511792.09663453541	9317031.8660839573	18	N
F	83.9	-43.1729	521672.86419194989	9317273.7898157015	23	N
F	83.9	-0.1275	534064.97971520049	9317779.4183684103	30	N
F	83.9	0	464424.31981038878	9317856.4666942339	31	N
F	83.9	0.001	464436.16778110649	9317855.8493872061	31	N
F	83.9	2.3522	492314.7528527886	9316973.3547269814	31	N
F	83.9	4.5	517793.80006786715	9317161.76963084	31	N
F	83.9	5.9	534390.83127001324	9317795.7538783867	31	N
F	83.9	6.1	536760.42317821668	9317919.2357885353	31	N
